CODGEO;NBMENFISC19;NBPERSMENFISC19;MED19;PIMP19;TP6019;TP60AGE119;TP60AGE219;TP60AGE319;TP60AGE419;TP60AGE519;TP60AGE619;TP60TOL119;TP60TOL219;PACT19;PTSA19;PCHO19;PBEN19;PPEN19;PPAT19;PPSOC19;PPFAM19;PPMINI19;PPLOGT19;PIMPOT19;D119;D919;RD19
22040;226;535;20690;;;;;;;;;;;;;;;;;;;;;;;;
22041;106;249;18750;;;;;;;;;;;;;;;;;;;;;;;;
22042;213;484;20840;;;;;;;;;;;;;;;;;;;;;;;;
22043;108;219;17780;;;;;;;;;;;;;;;;;;;;;;;;
22044;679;1831;23600;;;;;;;;;;;;;;;;;;;;;;;;
22045;170;390;21930;;;;;;;;;;;;;;;;;;;;;;;;
22046;2693;6162;20250;50;14;;;;;;;10;25;66;54.7;2.8;8.5;33.6;7.5;6.1;2.8;2.2;1.1;-13.2;12170;31000;2.5
22047;421;859;19700;;;;;;;;;;;;;;;;;;;;;;;;
22048;943;2183;21380;54;13;;;;;;;;;66;56;3.8;6.2;33.4;9.4;5.1;2.2;2;0.9;-13.9;12200;33710;2.8
22049;677;1559;21640;;;;;;;;;;;;;;;;;;;;;;;;
22050;7125;13420;22190;53;15;32;16;17;16;10;;5;28;61.4;52;3.1;6.3;37.9;10.7;6.9;1.5;3.6;1.8;-16.9;11620;39820;3.4
22052;170;362;19830;;;;;;;;;;;;;;;;;;;;;;;;
22053;289;632;19200;;;;;;;;;;;;;;;;;;;;;;;;
22054;2156;4140;23520;60;8;;;;;;;;;44.4;35.6;2.6;6.2;56.3;13.7;2.8;0.9;1.3;0.6;-17.2;13890;40560;2.9
22055;3479;7152;24710;63;7;;;;;;;5;18;55.3;47.2;2.5;5.6;47.9;11.5;3.2;1.2;1.3;0.7;-17.9;14220;42190;3
22056;757;1698;20690;;;;;;;;;;;;;;;;;;;;;;;;
22057;167;392;19130;;;;;;;;;;;;;;;;;;;;;;;;
22059;540;1410;21880;;;;;;;;;;;;;;;;;;;;;;;;
22060;275;642;20470;;;;;;;;;;;;;;;;;;;;;;;;
22061;686;1425;20100;;;;;;;;;;;;;;;;;;;;;;;;
22062;237;511;20620;;;;;;;;;;;;;;;;;;;;;;;;
22063;237;549;18760;;;;;;;;;;;;;;;;;;;;;;;;
22064;295;577;20990;;;;;;;;;;;;;;;;;;;;;;;;
22065;733;1746;21110;;;;;;;;;;;;;;;;;;;;;;;;
22067;1119;2517;21650;53;11;;;;;;;;;58.8;52.9;2.3;3.6;42.1;8.6;5.1;2.1;2;1;-14.6;12960;34820;2.7
22068;173;408;19780;;;;;;;;;;;;;;;;;;;;;;;;
22069;99;217;21000;;;;;;;;;;;;;;;;;;;;;;;;
22070;3547;6298;17460;38;25;37;30;33;25;17;;9;37;57.4;49.4;3.5;4.5;34.2;6.7;14.2;2.8;7.7;3.7;-12.5;9370;30210;3.2
22071;268;668;20090;;;;;;;;;;;;;;;;;;;;;;;;
22072;168;394;19620;;;;;;;;;;;;;;;;;;;;;;;;
22073;159;375;20190;;;;;;;;;;;;;;;;;;;;;;;;
22074;279;634;20290;;;;;;;;;;;;;;;;;;;;;;;;
22075;299;656;20060;;;;;;;;;;;;;;;;;;;;;;;;
22076;624;1471;21250;;;;;;;;;;;;;;;;;;;;;;;;
22077;482;1190;21500;;;;;;;;;;;;;;;;;;;;;;;;
22079;907;2271;21090;51;9;;;;;;;;;73.7;64.5;2.4;6.8;25.5;8.9;5.5;3;1.6;0.9;-13.6;13410;32100;2.4
22081;1816;4283;22980;61;6;;;;;;;;;69;58.7;2.3;8;34.9;8;4.2;2;1.4;0.8;-16.1;14540;35970;2.5
22082;375;892;21820;;;;;;;;;;;;;;;;;;;;;;;;
22083;297;652;20110;;;;;;;;;;;;;;;;;;;;;;;;
22084;1035;2481;21150;48;9;;;;;;;;;71.9;60.5;2.5;8.9;27.1;8.2;5.8;2.9;1.9;1;-13;13470;32790;2.4
22085;144;296;20730;;;;;;;;;;;;;;;;;;;;;;;;
22086;302;647;22300;;;;;;;;;;;;;;;;;;;;;;;;
22087;274;595;18880;;;;;;;;;;;;;;;;;;;;;;;;
22088;118;268;17640;;;;;;;;;;;;;;;;;;;;;;;;
22090;454;1038;21570;;;;;;;;;;;;;;;;;;;;;;;;
22091;177;458;20010;;;;;;;;;;;;;;;;;;;;;;;;
22092;123;250;18720;;;;;;;;;;;;;;;;;;;;;;;;
22093;7734;16916;22390;57;9;;11;10;9;6;;5;22;69.3;60;2.5;6.8;32.5;9.3;5;1.9;2;1.1;-16.1;13360;36270;2.7
22094;848;1771;25880;;;;;;;;;;;;;;;;;;;;;;;;
22095;88;191;21000;;;;;;;;;;;;;;;;;;;;;;;;
22096;207;468;19330;;;;;;;;;;;;;;;;;;;;;;;;
22097;291;726;21050;;;;;;;;;;;;;;;;;;;;;;;;
22098;541;1391;22250;;;;;;;;;;;;;;;;;;;;;;;;
22099;414;1055;20980;;;;;;;;;;;;;;;;;;;;;;;;
22101;504;1169;20540;;;;;;;;;;;;;;;;;;;;;;;;
22103;426;1009;23430;;;;;;;;;;;;;;;;;;;;;;;;
22104;228;496;18840;;;;;;;;;;;;;;;;;;;;;;;;
22105;468;1168;20610;;;;;;;;;;;;;;;;;;;;;;;;
22106;3604;7974;22980;61;9;;;12;;;;;20;68.8;60.5;2.6;5.7;32.3;10.7;5.2;1.9;2.2;1.1;-17;13610;37350;2.7
22107;606;1228;19490;;;;;;;;;;;;;;;;;;;;;;;;
22108;59;125;23030;;;;;;;;;;;;;;;;;;;;;;;;
22109;125;223;21640;;;;;;;;;;;;;;;;;;;;;;;;
22110;209;569;19810;;;;;;;;;;;;;;;;;;;;;;;;
22111;196;414;20920;;;;;;;;;;;;;;;;;;;;;;;;
22112;179;424;20820;;;;;;;;;;;;;;;;;;;;;;;;
22113;9233;18720;22190;56;13;26;20;14;13;8;;5;28;64.6;57.3;2.6;4.7;36.3;8.7;6.7;1.8;3.3;1.6;-16.3;12120;37730;3.1
22114;376;828;19780;;;;;;;;;;;;;;;;;;;;;;;;
22115;198;405;17400;;;;;;;;;;;;;;;;;;;;;;;;
22116;487;1212;21260;;;;;;;;;;;;;;;;;;;;;;;;
22117;718;1826;22210;;;;;;;;;;;;;;;;;;;;;;;;
22118;1896;4085;22860;58;9;;;;;;;;22;61.6;53;2.8;5.8;40.6;8.7;4.5;1.7;1.9;0.9;-15.4;13630;36590;2.7
22119;271;549;20150;;;;;;;;;;;;;;;;;;;;;;;;
22121;790;1671;20620;;;;;;;;;;;;;;;;;;;;;;;;
22122;326;728;19570;;;;;;;;;;;;;;;;;;;;;;;;
22124;84;197;18230;;;;;;;;;;;;;;;;;;;;;;;;
22126;55;144;20090;;;;;;;;;;;;;;;;;;;;;;;;
22127;773;1549;21840;;;;;;;;;;;;;;;;;;;;;;;;
22128;211;444;17550;;;;;;;;;;;;;;;;;;;;;;;;
22129;;;;;;;;;;;;;;;;;;;;;;;;;;;
22131;402;836;19490;;;;;;;;;;;;;;;;;;;;;;;;
22132;111;220;16720;;;;;;;;;;;;;;;;;;;;;;;;
22133;269;662;22110;;;;;;;;;;;;;;;;;;;;;;;;
22134;1454;3265;25310;68;6;;;;;;;;;57.4;51.4;2.1;3.9;46.9;10.1;3;1.3;1.1;0.6;-17.4;14990;39760;2.7
22135;1034;2353;20190;47;11;;;;;;;;;68;54.3;2.6;11.1;31.7;6.8;6.6;2.7;2.8;1.1;-13.1;12930;31330;2.4
22136;4334;9479;20660;52;14;;21;20;13;;;6;29;63.5;54.9;2.5;6.1;35.3;9.4;6.8;2.4;2.9;1.5;-15;12030;33340;2.8
22137;750;1495;19290;;;;;;;;;;;;;;;;;;;;;;;;
22138;174;322;18090;;;;;;;;;;;;;;;;;;;;;;;;
22139;;;;;;;;;;;;;;;;;;;;;;;;;;;
22140;237;601;21880;;;;;;;;;;;;;;;;;;;;;;;;
22141;98;232;19510;;;;;;;;;;;;;;;;;;;;;;;;
22143;909;1706;21800;;;;;;;;;;;;;;;;;;;;;;;;
22144;513;1313;22580;;;;;;;;;;;;;;;;;;;;;;;;
22145;338;759;20110;;;;;;;;;;;;;;;;;;;;;;;;
22146;176;405;18160;;;;;;;;;;;;;;;;;;;;;;;;
22147;1224;2742;20430;47;13;;;;;;;;;63.9;54.5;2.3;7.1;34.3;8.2;6.4;2.5;2.6;1.3;-12.8;12290;31750;2.6
22148;108;221;19360;;;;;;;;;;;;;;;;;;;;;;;;
22149;206;448;20330;;;;;;;;;;;;;;;;;;;;;;;;
22150;393;952;21550;;;;;;;;;;;;;;;;;;;;;;;;
22152;489;1047;22180;;;;;;;;;;;;;;;;;;;;;;;;
22153;218;448;20460;;;;;;;;;;;;;;;;;;;;;;;;
22155;897;2140;21350;53;;;;;;;;;;69;60.9;2.1;6;31.2;8.3;5.1;2.6;1.8;0.7;-13.6;13670;31740;2.3
22156;276;646;20020;;;;;;;;;;;;;;;;;;;;;;;;
22157;288;667;21620;;;;;;;;;;;;;;;;;;;;;;;;
22158;1139;2416;21040;46;15;;;;;;;;;60.7;48;2.4;10.3;38.8;8.7;5.2;1.9;2.2;1.1;-13.4;11900;32710;2.7
22160;390;977;22860;;;;;;;;;;;;;;;;;;;;;;;;
22161;1165;2532;22240;57;11;;;;;;;;;58.5;51.2;1.9;5.4;43.6;8.6;4.9;2.1;1.7;1.1;-15.6;12900;36430;2.8
22162;3865;7043;22060;51;14;;;23;17;9;;7;28;45.5;36.9;2.5;6.1;53.4;12.5;5;1.1;2.6;1.3;-16.4;11880;39520;3.3
22163;302;646;19850;;;;;;;;;;;;;;;;;;;;;;;;
22164;827;1918;20340;;;;;;;;;;;;;;;;;;;;;;;;
22165;231;606;21700;;;;;;;;;;;;;;;;;;;;;;;;
22166;1367;2653;23020;54;11;;;;;;;;;44.9;34.1;2.3;8.5;55.6;11.9;3.7;0.9;2;0.8;-16.1;12860;38890;3
22168;4086;7647;24850;62;10;;;;;;;5;21;46.4;38.4;2.1;5.9;54.6;14.3;3.2;0.8;1.6;0.8;-18.5;13380;42760;3.2
22169;65;150;19130;;;;;;;;;;;;;;;;;;;;;;;;
22170;645;1687;20900;;;;;;;;;;;;;;;;;;;;;;;;
22171;1817;4459;22130;57;6;;;;;;;;;73.8;67;2.2;4.6;27.7;8.3;5.3;2.6;1.9;0.8;-15.1;14570;33970;2.3
22172;1447;2831;20310;49;13;;;;;;;;23;56.3;49;2.8;4.5;40.8;8.4;8.2;2;4.3;1.9;-13.7;12150;31140;2.6
22174;316;713;21220;;;;;;;;;;;;;;;;;;;;;;;;
22175;673;1565;21510;;;;;;;;;;;;;;;;;;;;;;;;
22176;2874;6970;21530;57;8;;;;;;;5;21;72.9;66.4;2.5;4;28.2;7.1;6;2.7;2.3;1;-14.2;13830;32780;2.4
22177;569;1410;20680;;;;;;;;;;;;;;;;;;;;;;;;
22178;560;1330;20980;;;;;;;;;;;;;;;;;;;;;;;;
22179;830;1590;22580;;;;;;;;;;;;;;;;;;;;;;;;
22180;799;1867;21840;;;;;;;;;;;;;;;;;;;;;;;;
22181;322;667;20700;;;;;;;;;;;;;;;;;;;;;;;;
22182;1309;3345;22190;56;7;;;;;;;;;78.6;66.9;2.6;9.1;23.6;7.8;4.5;2.5;1.3;0.7;-14.5;14170;34280;2.4
22183;1587;3569;20310;47;12;;;;;;;;28;63.5;52.6;2.4;8.5;33.9;8.2;7.8;2.8;3.5;1.5;-13.4;12420;31130;2.5
22184;681;1561;20430;;;;;;;;;;;;;;;;;;;;;;;;
22185;1034;2401;21030;50;11;;;;;;;;;71.2;59.3;2.6;9.3;27.7;8.2;6.2;2.5;2.6;1.1;-13.3;12950;32410;2.5
22186;2421;4603;24910;63;9;;;;;;;6;20;50.6;40.9;2.1;7.6;48.8;16.3;3;0.8;1.5;0.7;-18.7;13370;46040;3.4
22187;6749;14559;23950;62;9;;13;12;8;;;5;22;67.6;58;2.6;7;36.1;10.8;4.3;1.5;1.8;1;-18.8;13480;40650;3
22188;422;1079;21670;;;;;;;;;;;;;;;;;;;;;;;;
22189;253;568;19230;;;;;;;;;;;;;;;;;;;;;;;;
22190;1622;3954;21840;53;8;;;;;;;;;71.9;61.7;3.1;7.1;29.7;6.8;5.4;2.6;2;0.8;-13.8;14060;32550;2.3
22193;706;1619;21440;;;;;;;;;;;;;;;;;;;;;;;;
22194;1795;3542;22060;57;11;;;;;;;;27;44.3;36.3;2.6;5.4;56.5;9.2;4.4;1.3;2.2;0.9;-14.4;12970;35590;2.7
22195;1232;2309;20850;48;12;;;;;;;;;44.6;32.8;2.5;9.3;56.2;9;4.3;1.3;2.2;0.8;-14.1;12520;35080;2.8
22196;422;957;20350;;;;;;;;;;;;;;;;;;;;;;;;
22197;1282;3012;22610;54;9;;;;;;;;;67.8;59;3;5.8;31.8;10.5;4.2;2.1;1.4;0.7;-14.3;13550;37660;2.8
22198;1946;4124;24580;64;7;;;;;;;;;58.9;48.7;2.6;7.6;45.3;10.4;3.1;1;1.4;0.7;-17.7;14480;40750;2.8
22199;528;1185;19810;;;;;;;;;;;;;;;;;;;;;;;;
22200;233;552;19690;;;;;;;;;;;;;;;;;;;;;;;;
22201;379;762;22650;;;;;;;;;;;;;;;;;;;;;;;;
22202;362;746;18740;;;;;;;;;;;;;;;;;;;;;;;;
22203;1701;3902;20650;48;10;;;;;;;;;68.2;58.8;2.2;7.2;31.6;7.6;5.8;2.6;2.2;1;-13.2;13240;31850;2.4
22204;584;1235;19480;;;;;;;;;;;;;;;;;;;;;;;;
22205;199;431;20400;;;;;;;;;;;;;;;;;;;;;;;;
22206;1672;3724;21090;47;10;;;;;;;;23;68.3;59.2;2.6;6.5;30.5;8.7;6.3;2.8;2.2;1.3;-13.8;13340;31260;2.3
22207;1044;2147;20480;46;13;;;;;;;;;54.2;44.2;2.7;7.3;44.7;7.4;6.2;2.2;2.8;1.2;-12.5;12470;31080;2.5
22208;721;1700;19790;;;;;;;;;;;;;;;;;;;;;;;;
22209;1886;3963;21150;54;9;;;;;;;;16;61.2;50.3;3.3;7.6;39.6;9.7;5.1;2;2.1;1;-15.6;13540;35040;2.6
22210;1597;3232;23590;59;9;;;;;;;;;49;38;2.5;8.5;51;14.7;3.1;1;1.4;0.7;-17.8;13490;42830;3.2
22211;1636;3837;21890;58;10;;;;;;;;29;67.5;59.6;2.3;5.6;35;7.1;5.4;2.4;2;1;-15;13340;33330;2.5
22212;535;1146;19250;;;;;;;;;;;;;;;;;;;;;;;;
22213;1462;3466;23840;60;8;;;;;;;;;69.1;59.3;3.2;6.6;32.7;11.3;4.1;1.8;1.5;0.8;-17.2;13850;39600;2.9
22214;1671;3332;21810;55;11;;;;;;;8;;49;40.6;2.7;5.7;54.4;7.7;3.9;1.3;1.9;0.7;-15;12710;35760;2.8
22215;5026;11471;21290;53;11;;15;15;10;;;5;29;64.9;59.3;2.5;3.1;35.6;6.5;7.2;2.6;3.1;1.5;-14.2;12630;32790;2.6
22216;357;737;18560;;;;;;;;;;;;;;;;;;;;;;;;
22217;201;410;17940;;;;;;;;;;;;;;;;;;;;;;;;
22218;663;1281;20750;;;;;;;;;;;;;;;;;;;;;;;;
22219;1058;2392;20450;49;12;;;;;;;;;64.2;50.2;2;12;34.4;9.1;5.6;2.4;2.1;1.1;-13.3;12650;33300;2.6
22220;755;1551;21340;;;;;;;;;;;;;;;;;;;;;;;;
22221;835;1773;19780;;;;;;;;;;;;;;;;;;;;;;;;
22222;2356;4694;21790;53;11;;;;;;;8;27;45.2;37.6;2.6;5;56;9.2;4.1;1.4;1.9;0.8;-14.5;12430;34080;2.7
22223;878;1981;21020;;;;;;;;;;;;;;;;;;;;;;;;
22224;741;1695;22670;;;;;;;;;;;;;;;;;;;;;;;;
22225;2327;5236;21410;52;10;;;;;;;6;24;65.2;59.2;2.3;3.7;35.1;7;6.3;2.5;2.6;1.2;-13.6;13240;31500;2.4
22226;1147;2529;21020;50;11;;;;;;;;;55.7;46.7;2.6;6.4;43.5;8.9;5.1;2.2;2.1;0.8;-13.2;12930;33300;2.6
22227;329;732;20650;;;;;;;;;;;;;;;;;;;;;;;;
22228;650;1369;18870;;;;;;;;;;;;;;;;;;;;;;;;
22229;494;1040;19850;;;;;;;;;;;;;;;;;;;;;;;;
22231;162;301;17660;;;;;;;;;;;;;;;;;;;;;;;;
22232;876;2024;22410;58;;;;;;;;;;65.4;56;2.4;7;38.1;7.1;4.3;2.3;1.4;0.6;-14.9;14510;34340;2.4
22233;1023;2342;20960;52;12;;;;;;;;;64.9;54.6;3.1;7.2;36.5;8.2;4.5;2;1.8;0.7;-14.1;12470;33230;2.7
22234;467;1125;20260;;;;;;;;;;;;;;;;;;;;;;;;
22235;104;213;20720;;;;;;;;;;;;;;;;;;;;;;;;
22236;308;694;21350;;;;;;;;;;;;;;;;;;;;;;;;
22237;968;2318;21770;55;;;;;;;;;;66;57.5;2.9;5.6;34.9;8.4;4.6;2.2;1.6;0.8;-13.9;14310;32710;2.3
22238;258;541;19190;;;;;;;;;;;;;;;;;;;;;;;;
22239;557;1369;20320;;;;;;;;;;;;;;;;;;;;;;;;
22240;502;1156;20040;;;;;;;;;;;;;;;;;;;;;;;;
22241;454;1018;20290;;;;;;;;;;;;;;;;;;;;;;;;
22242;746;1545;21900;;;;;;;;;;;;;;;;;;;;;;;;
22243;254;545;19660;;;;;;;;;;;;;;;;;;;;;;;;
22244;224;475;18960;;;;;;;;;;;;;;;;;;;;;;;;
22245;442;991;19280;;;;;;;;;;;;;;;;;;;;;;;;
22246;835;2115;22080;58;;;;;;;;;;78.1;69.2;2.4;6.5;25.4;6.2;4.9;2.7;1.6;0.6;-14.6;14140;32400;2.3
22248;782;1712;20180;;;;;;;;;;;;;;;;;;;;;;;;
22249;276;597;20220;;;;;;;;;;;;;;;;;;;;;;;;
22250;492;887;19070;;;;;;;;;;;;;;;;;;;;;;;;
22251;3208;7523;24020;64;7;;;;;;;5;19;71.6;62.9;2.1;6.6;33.7;8;4.1;1.7;1.5;0.9;-17.4;14570;39910;2.7
22254;488;1129;19880;;;;;;;;;;;;;;;;;;;;;;;;
22255;373;878;20110;;;;;;;;;;;;;;;;;;;;;;;;
22256;504;1069;20620;;;;;;;;;;;;;;;;;;;;;;;;
22257;170;392;20980;;;;;;;;;;;;;;;;;;;;;;;;
22258;1659;3962;21450;54;9;;;;;;;7;;70.6;63.2;2.2;5.2;30.6;7.1;5.5;2.7;1.9;0.9;-13.8;13400;32920;2.5
22259;1672;3817;22340;58;7;;;;;;;;;62.3;54.9;2.7;4.7;39;8.4;4.9;2.1;1.9;0.9;-14.6;14140;35310;2.5
22260;205;435;20750;;;;;;;;;;;;;;;;;;;;;;;;
22261;141;372;21370;;;;;;;;;;;;;;;;;;;;;;;;
22262;1271;2613;20840;48;12;;;;;;;;26;63.7;55.3;2.1;6.3;35.8;8.1;6.8;2.3;2.9;1.6;-14.4;12330;32810;2.7
22263;142;325;19780;;;;;;;;;;;;;;;;;;;;;;;;
22264;1134;2369;19950;45;13;;;;;;;;;62.3;51.1;2.8;8.4;37.5;7.6;6.5;2.3;2.8;1.4;-13.9;12340;32310;2.6
22265;749;1818;22080;;;;;;;;;;;;;;;;;;;;;;;;
22266;1512;2858;19190;41;20;;;;;;;14;35;51.5;43.4;2.5;5.6;45.1;7;8.7;2.1;4.7;1.9;-12.3;10740;30420;2.8
22267;171;376;20800;;;;;;;;;;;;;;;;;;;;;;;;
22268;260;608;20540;;;;;;;;;;;;;;;;;;;;;;;;
22269;100;222;17570;;;;;;;;;;;;;;;;;;;;;;;;
22271;140;309;21520;;;;;;;;;;;;;;;;;;;;;;;;
22272;915;2140;22820;59;;;;;;;;;;69.4;61.5;2.4;5.5;33.5;8.6;4.9;2;2.1;0.8;-16.4;14340;37140;2.6
22273;981;2320;22200;55;;;;;;;;;;65.2;54.7;2.2;8.3;35.1;10;4.4;2.1;1.6;0.7;-14.7;13750;35180;2.6
22274;142;356;18770;;;;;;;;;;;;;;;;;;;;;;;;
22275;544;1256;20810;;;;;;;;;;;;;;;;;;;;;;;;
22276;105;261;21610;;;;;;;;;;;;;;;;;;;;;;;;
22277;993;2353;21350;53;;;;;;;;;;68.1;59.8;3;5.3;32.6;7.6;5;2.5;1.7;0.8;-13.3;14290;31000;2.2
22278;21277;41179;19960;50;20;36;28;24;18;13;8;6;39;64.9;56.9;3.3;4.7;33.7;7.6;9.5;2.4;4.7;2.4;-15.7;10270;34930;3.4
22279;481;1111;21010;;;;;;;;;;;;;;;;;;;;;;;;
22280;440;1084;22050;;;;;;;;;;;;;;;;;;;;;;;;
22281;625;1500;21560;;;;;;;;;;;;;;;;;;;;;;;;
22282;1882;3557;24000;60;9;;;;;;;;;44;32.6;2;9.4;57.9;13.9;2.3;0.7;1.1;0.5;-18.1;13620;42460;3.1
22283;433;892;19360;;;;;;;;;;;;;;;;;;;;;;;;
22284;133;278;18980;;;;;;;;;;;;;;;;;;;;;;;;
22285;114;263;19580;;;;;;;;;;;;;;;;;;;;;;;;
22286;186;496;21480;;;;;;;;;;;;;;;;;;;;;;;;
22287;588;1459;22350;;;;;;;;;;;;;;;;;;;;;;;;
22288;165;330;20330;;;;;;;;;;;;;;;;;;;;;;;;
22289;107;214;20570;;;;;;;;;;;;;;;;;;;;;;;;
22291;118;256;21510;;;;;;;;;;;;;;;;;;;;;;;;
22293;170;376;19840;;;;;;;;;;;;;;;;;;;;;;;;
22294;146;283;17320;;;;;;;;;;;;;;;;;;;;;;;;
22295;151;334;19750;;;;;;;;;;;;;;;;;;;;;;;;
22296;282;653;21050;;;;;;;;;;;;;;;;;;;;;;;;
22299;614;1518;21210;;;;;;;;;;;;;;;;;;;;;;;;
22300;179;401;20190;;;;;;;;;;;;;;;;;;;;;;;;
22302;494;926;23930;;;;;;;;;;;;;;;;;;;;;;;;
22304;223;581;20830;;;;;;;;;;;;;;;;;;;;;;;;
22305;196;468;20910;;;;;;;;;;;;;;;;;;;;;;;;
22306;229;567;21680;;;;;;;;;;;;;;;;;;;;;;;;
22307;863;2124;21750;60;;;;;;;;;;73.4;67.8;2.4;3.2;30.5;6;5.5;2.6;2.1;0.8;-15.4;14550;32140;2.2
22308;288;690;20940;;;;;;;;;;;;;;;;;;;;;;;;
22309;85;185;20070;;;;;;;;;;;;;;;;;;;;;;;;
22310;210;483;20000;;;;;;;;;;;;;;;;;;;;;;;;
22311;398;903;22010;;;;;;;;;;;;;;;;;;;;;;;;
22312;104;241;20410;;;;;;;;;;;;;;;;;;;;;;;;
22313;142;316;19890;;;;;;;;;;;;;;;;;;;;;;;;
22314;164;383;20480;;;;;;;;;;;;;;;;;;;;;;;;
22315;115;294;21810;;;;;;;;;;;;;;;;;;;;;;;;
22316;208;425;17810;;;;;;;;;;;;;;;;;;;;;;;;
22317;108;250;20620;;;;;;;;;;;;;;;;;;;;;;;;
22318;132;329;20190;;;;;;;;;;;;;;;;;;;;;;;;
22319;249;457;21860;;;;;;;;;;;;;;;;;;;;;;;;
22320;66;130;18080;;;;;;;;;;;;;;;;;;;;;;;;
22321;733;1480;20070;;;;;;;;;;;;;;;;;;;;;;;;
22322;167;395;20170;;;;;;;;;;;;;;;;;;;;;;;;
22323;361;835;20840;;;;;;;;;;;;;;;;;;;;;;;;
22324;630;1331;24560;;;;;;;;;;;;;;;;;;;;;;;;
22325;1872;3347;24350;61;9;;;;;;;;23;44.8;37.5;2.3;5;57.1;12.9;3.5;0.8;1.8;0.9;-18.3;13430;42100;3.1
22326;216;554;20260;;;;;;;;;;;;;;;;;;;;;;;;
22327;665;1600;22620;;;;;;;;;;;;;;;;;;;;;;;;
22328;206;424;18380;;;;;;;;;;;;;;;;;;;;;;;;
22330;176;405;19990;;;;;;;;;;;;;;;;;;;;;;;;
22331;79;191;19010;;;;;;;;;;;;;;;;;;;;;;;;
22332;208;516;22660;;;;;;;;;;;;;;;;;;;;;;;;
22333;331;793;19870;;;;;;;;;;;;;;;;;;;;;;;;
22334;57;122;20310;;;;;;;;;;;;;;;;;;;;;;;;
22335;101;217;19070;;;;;;;;;;;;;;;;;;;;;;;;
22337;465;1098;19390;;;;;;;;;;;;;;;;;;;;;;;;
22338;301;707;20420;;;;;;;;;;;;;;;;;;;;;;;;
22339;1146;2579;22160;59;8;;;;;;;;;69.6;61.7;3.1;4.8;33.5;7.8;4.6;2.1;1.7;0.8;-15.5;13860;33970;2.5
22340;516;1211;20890;;;;;;;;;;;;;;;;;;;;;;;;
22341;289;702;21650;;;;;;;;;;;;;;;;;;;;;;;;
22342;162;402;19500;;;;;;;;;;;;;;;;;;;;;;;;
22343;2054;3963;24750;64;9;;;;;;;;;54.7;46.4;2.2;6.1;49.2;12.3;3.3;0.9;1.6;0.8;-19.5;13710;43010;3.1
22344;305;663;20350;;;;;;;;;;;;;;;;;;;;;;;;
22345;342;787;21040;;;;;;;;;;;;;;;;;;;;;;;;
22346;379;910;21360;;;;;;;;;;;;;;;;;;;;;;;;
22347;490;1084;21540;;;;;;;;;;;;;;;;;;;;;;;;
22348;221;500;19800;;;;;;;;;;;;;;;;;;;;;;;;
22349;723;1483;22140;;;;;;;;;;;;;;;;;;;;;;;;
22350;98;211;21440;;;;;;;;;;;;;;;;;;;;;;;;
22351;244;558;21990;;;;;;;;;;;;;;;;;;;;;;;;
22352;119;272;21130;;;;;;;;;;;;;;;;;;;;;;;;
22353;1356;2622;23750;61;10;;;;;;;;;45.3;39;2.1;4.2;54.6;14.7;3.3;1.2;1.4;0.7;-17.9;13040;41200;3.2
22354;438;1058;20290;;;;;;;;;;;;;;;;;;;;;;;;
22356;382;953;22260;;;;;;;;;;;;;;;;;;;;;;;;
22358;217;538;20530;;;;;;;;;;;;;;;;;;;;;;;;
22359;181;408;19150;;;;;;;;;;;;;;;;;;;;;;;;
22360;3866;8627;21990;57;9;;;13;;;;5;23;61.6;55.3;2.4;3.9;40.2;7.8;5.4;2.3;2;1.1;-15;13460;34130;2.5
22361;265;635;21770;;;;;;;;;;;;;;;;;;;;;;;;
22362;1063;1914;18920;42;17;;;;;;;;31;48.1;39.5;3;5.6;48.4;8.2;8.6;1.7;4.9;2;-13.3;11360;33770;3
22363;621;1229;24770;;;;;;;;;;;;;;;;;;;;;;;;
22364;1291;2955;21820;55;;;;;;;;;;69;62.3;2.4;4.3;33.1;6.9;4.9;2;2;0.9;-13.9;14750;31970;2.2
22365;73;153;16760;;;;;;;;;;;;;;;;;;;;;;;;
22366;194;412;20480;;;;;;;;;;;;;;;;;;;;;;;;
22368;309;757;22590;;;;;;;;;;;;;;;;;;;;;;;;
22369;314;786;22050;;;;;;;;;;;;;;;;;;;;;;;;
22370;154;335;21530;;;;;;;;;;;;;;;;;;;;;;;;
22371;482;1159;21350;;;;;;;;;;;;;;;;;;;;;;;;
22372;889;2106;22010;56;;;;;;;;;;69.9;63.3;2.8;3.8;30.3;8;5.8;2.3;2.3;1.2;-14;13590;33270;2.4
22373;;;;;;;;;;;;;;;;;;;;;;;;;;;
22375;268;660;21660;;;;;;;;;;;;;;;;;;;;;;;;
22376;687;1714;20870;;;;;;;;;;;;;;;;;;;;;;;;
22377;411;835;23430;;;;;;;;;;;;;;;;;;;;;;;;
22378;91;212;21030;;;;;;;;;;;;;;;;;;;;;;;;
22379;674;1443;24060;;;;;;;;;;;;;;;;;;;;;;;;
22380;289;694;21130;;;;;;;;;;;;;;;;;;;;;;;;
22381;146;355;21400;;;;;;;;;;;;;;;;;;;;;;;;
22383;106;222;19800;;;;;;;;;;;;;;;;;;;;;;;;
22384;453;1051;21410;;;;;;;;;;;;;;;;;;;;;;;;
22385;479;1182;22230;;;;;;;;;;;;;;;;;;;;;;;;
22386;293;777;19480;;;;;;;;;;;;;;;;;;;;;;;;
